date,price
2024-05-20,60927.75
2024-05-21,65521.16
2024-05-22,64375.99
2024-05-23,63894.83
2024-05-24,62820.83
2024-05-25,63235.38
2024-05-26,63921.45
2024-05-27,63154.49
2024-05-28,63872.07
2024-05-29,62969.8
2024-05-30,62545.97
2024-05-31,63092.0
2024-06-01,62241.35
2024-06-02,62441.25
2024-06-03,62428.48
2024-06-04,63087.58
2024-06-05,64789.75
2024-06-06,65357.71
2024-06-07,64984.68
2024-06-08,64258.71
2024-06-09,64278.15
2024-06-10,64648.18
2024-06-11,64528.44
2024-06-12,62726.38
2024-06-13,63136.04
2024-06-14,62171.28
2024-06-15,61734.7
2024-06-16,61829.19
2024-06-17,62262.17
2024-06-18,61904.82
2024-06-19,60685.06
2024-06-20,60456.22
2024-06-21,60577.71
2024-06-22,59995.39
2024-06-23,59992.1
2024-06-24,59107.12
2024-06-25,56171.92
2024-06-26,57713.87
2024-06-27,56935.04
2024-06-28,57545.9
2024-06-29,56344.17
2024-06-30,56870.73
2024-07-01,58407.41
2024-07-02,58527.56
2024-07-03,57733.05
2024-07-04,55766.78
2024-07-05,52763.09
2024-07-06,52267.47
2024-07-07,53696.89
2024-07-08,51589.15
2024-07-09,52254.91
2024-07-10,53632.74
2024-07-11,53276.98
2024-07-12,52728.22
2024-07-13,53109.92
2024-07-14,54257.68
2024-07-15,55876.86
2024-07-16,59432.32
2024-07-17,59699.03
2024-07-18,58600.56
2024-07-19,58709.62
2024-07-20,61282.0
2024-07-21,61646.21
2024-07-22,62526.97
2024-07-23,62030.69
2024-07-24,60748.81
2024-07-25,60333.99
2024-07-26,60650.01
2024-07-27,62555.8
2024-07-28,62415.04
2024-07-29,62866.5
2024-07-30,61700.0
2024-07-31,61173.33
2024-08-01,59715.77
2024-08-02,60569.39
2024-08-03,56347.78
2024-08-04,55717.27
2024-08-05,53315.25
2024-08-06,49408.05
2024-08-07,51374.96
2024-08-08,50495.77
2024-08-09,56563.2
2024-08-10,55800.62
2024-08-11,55859.19
2024-08-12,53835.66
2024-08-13,54312.58
2024-08-14,55129.9
2024-08-15,53328.0
2024-08-16,52491.11
2024-08-17,53464.65
2024-08-18,54000.0
2024-08-19,53046.89
2024-08-20,53652.29
2024-08-21,53057.22
2024-08-22,54841.8
2024-08-23,54311.19
2024-08-24,57308.88
2024-08-25,57269.55
2024-08-26,57402.19
2024-08-27,56291.64
2024-08-28,53225.98
2024-08-29,53088.39
2024-08-30,53580.64
2024-08-31,53563.66
2024-09-01,53394.63
2024-09-02,51931.36
2024-09-03,53431.08
2024-09-04,52033.15
2024-09-05,52323.86
2024-09-06,50553.7
2024-09-07,48768.11
2024-09-08,48922.03
2024-09-09,49526.79
2024-09-10,51715.0
2024-09-11,52311.79
2024-09-12,52106.57
2024-09-13,52495.12
2024-09-14,54677.74
2024-09-15,54164.78
2024-09-16,53343.95
2024-09-17,52290.93
2024-09-18,54261.74
2024-09-19,55562.82
2024-09-20,56392.87
2024-09-21,56634.75
2024-09-22,56753.13
2024-09-23,56988.75
2024-09-24,56985.67
2024-09-25,57426.47
2024-09-26,56715.03
2024-09-27,58329.32
2024-09-28,58936.22
2024-09-29,58982.04
2024-09-30,58742.25
2024-10-01,56853.11
2024-10-02,54900.0
2024-10-03,54905.63
2024-10-04,55047.76
2024-10-05,56572.45
2024-10-06,56513.02
2024-10-07,57256.48
2024-10-08,56722.36
2024-10-09,56622.64
2024-10-10,55379.26
2024-10-11,55146.64
2024-10-12,57140.17
2024-10-13,57728.29
2024-10-14,57519.27
2024-10-15,60393.03
2024-10-16,61565.84
2024-10-17,62222.06
2024-10-18,62201.5
2024-10-19,62976.42
2024-10-20,62835.98
2024-10-21,63446.06
2024-10-22,62154.91
2024-10-23,62400.56
2024-10-24,61791.39
2024-10-25,62976.58
2024-10-26,61744.48
2024-10-27,62136.66
2024-10-28,62928.34
2024-10-29,64636.79
2024-10-30,67134.23
2024-10-31,66595.95
2024-11-01,64506.43
2024-11-02,64175.87
2024-11-03,64124.73
2024-11-04,63426.11
2024-11-05,62357.98
2024-11-06,63491.53
2024-11-07,70304.54
2024-11-08,70292.42
2024-11-09,71421.23
2024-11-10,71550.49
2024-11-11,74757.19
2024-11-12,82274.06
2024-11-13,82311.26
2024-11-14,85278.66
2024-11-15,82917.2
2024-11-16,86288.69
2024-11-17,85665.95
2024-11-18,85060.53
2024-11-19,85423.38
2024-11-20,87157.0
2024-11-21,89280.02
2024-11-22,93554.33
2024-11-23,94718.42
2024-11-24,93208.66
2024-11-25,93421.96
2024-11-26,88950.0
2024-11-27,87600.65
2024-11-28,90854.12
2024-11-29,90616.99
2024-11-30,92147.09
2024-12-01,91143.29
2024-12-02,92099.58
2024-12-03,91275.31
2024-12-04,91229.73
2024-12-05,93790.5
2024-12-06,91712.59
2024-12-07,94436.71
2024-12-08,94421.99
2024-12-09,95685.97
2024-12-10,92274.1
2024-12-11,91846.33
2024-12-12,96272.32
2024-12-13,95419.29
2024-12-14,96561.92
2024-12-15,96522.66
2024-12-16,99111.37
2024-12-17,100729.3
2024-12-18,101171.9
2024-12-19,96807.26
2024-12-20,94015.48
2024-12-21,93898.51
2024-12-22,93445.59
2024-12-23,91204.69
2024-12-24,91113.12
2024-12-25,94865.41
2024-12-26,95615.6
2024-12-27,91817.68
2024-12-28,90412.16
2024-12-29,91231.22
2024-12-30,89702.09
2024-12-31,88994.94
2025-01-01,90119.83
2025-01-02,91175.14
2025-01-03,94383.32
2025-01-04,95250.0
2025-01-05,95290.25
2025-01-06,95451.75
2025-01-07,98495.27
2025-01-08,93797.12
2025-01-09,92245.12
2025-01-10,90004.76
2025-01-11,92545.14
2025-01-12,92294.18
2025-01-13,92273.29
2025-01-14,92157.52
2025-01-15,93699.5
2025-01-16,97576.0
2025-01-17,97015.92
2025-01-18,101082.23
2025-01-19,101417.35
2025-01-20,98574.14
2025-01-21,98104.39
2025-01-22,102009.11
2025-01-23,99585.58
2025-01-24,99819.12
2025-01-25,99975.31
2025-01-26,99888.28
2025-01-27,98088.57
2025-01-28,97792.05
2025-01-29,97180.33
2025-01-30,99536.53
2025-01-31,100695.33
2025-02-01,98885.16
2025-02-02,97328.62
2025-02-03,95427.29
2025-02-04,98421.52
2025-02-05,94347.3
2025-02-06,92832.17
2025-02-07,93050.7
2025-02-08,93519.29
2025-02-09,93546.88
2025-02-10,93607.15
2025-02-11,94600.07
2025-02-12,92434.48
2025-02-13,94176.67
2025-02-14,92350.38
2025-02-15,92978.87
2025-02-16,93084.75
2025-02-17,91634.19
2025-02-18,91380.86
2025-02-19,91464.96
2025-02-20,92669.87
2025-02-21,93629.1
2025-02-22,91938.12
2025-02-23,92314.71
2025-02-24,91874.6
2025-02-25,87541.35
2025-02-26,84266.53
2025-02-27,80179.22
2025-02-28,81391.61
2025-03-01,81285.36
2025-03-02,83010.7
2025-03-03,90642.23
2025-03-04,82187.99
2025-03-05,82171.64
2025-03-06,84016.85
2025-03-07,83390.93
2025-03-08,80111.44
2025-03-09,79646.91
2025-03-10,74310.03
2025-03-11,72520.77
2025-03-12,76054.25
2025-03-13,76888.29
2025-03-14,74705.46
2025-03-15,77250.67
2025-03-16,77618.38
2025-03-17,75928.62
2025-03-18,76931.2
2025-03-19,75598.98
2025-03-20,79613.78
2025-03-21,77571.21
2025-03-22,77682.19
2025-03-23,77503.62
2025-03-24,79452.9
2025-03-25,81016.58
2025-03-26,81040.5
2025-03-27,80925.43
2025-03-28,80751.73
2025-03-29,77969.88
2025-03-30,76375.24
2025-03-31,76135.85
2025-04-01,76328.78
2025-04-02,78902.29
2025-04-03,75617.59
2025-04-04,75302.11
2025-04-05,76514.6
2025-04-06,76155.8
2025-04-07,71296.12
2025-04-08,72528.92
2025-04-09,69444.22
2025-04-10,75376.12
2025-04-11,70691.12
2025-04-12,73421.64
2025-04-13,75134.91
2025-04-14,73818.45
2025-04-15,74667.55
2025-04-16,74096.2
2025-04-17,73724.36
2025-04-18,74703.99
2025-04-19,74161.26
2025-04-20,74673.81
2025-04-21,74465.95
2025-04-22,75995.58
2025-04-23,82333.82
2025-04-24,82718.26
2025-04-25,82682.47
2025-04-26,83332.8
2025-04-27,83339.36
2025-04-28,82679.76
2025-04-29,83320.25
2025-04-30,82783.16
2025-05-01,83185.77
2025-05-02,85446.97
2025-05-03,85760.36
2025-05-04,84928.87
2025-05-05,83258.9
2025-05-06,83775.72
2025-05-07,85380.33
2025-05-08,85846.35
2025-05-09,91862.6
2025-05-10,91450.28
2025-05-11,93040.62
2025-05-12,92660.19
2025-05-13,92613.58
2025-05-14,93092.82
2025-05-15,92572.28
2025-05-16,92751.72
2025-05-17,92658.48
2025-05-18,92381.68
2025-05-19,95118.84
2025-05-20,94025.74
2025-05-21,94674.94
2025-05-22,96762.35
2025-05-23,98914.62
2025-05-24,94483.29
2025-05-25,94894.79
2025-05-26,95889.39
2025-05-27,96120.94
2025-05-28,96110.72
2025-05-29,95943.76
2025-05-30,92822.04
2025-05-31,91725.02
2025-06-01,92311.3
2025-06-02,93138.52
2025-06-03,92494.38
2025-06-04,92649.88
2025-06-05,91737.04
2025-06-06,88694.66
2025-06-07,91611.45
2025-06-08,92682.69
2025-06-09,92742.67
2025-06-10,96531.14
2025-06-11,96422.14
2025-06-12,94422.97
2025-06-13,91086.77
2025-06-14,91902.93
2025-06-15,91348.75
2025-06-16,91523.94
2025-06-17,92457.34
2025-06-18,91020.72
2025-06-19,91411.94
2025-06-20,90903.94
2025-06-21,89675.72
2025-06-22,88703.25
2025-06-23,87823.88
2025-06-24,90903.34
2025-06-25,91324.07
2025-06-26,91942.7
2025-06-27,91494.19
2025-06-28,91417.8
2025-06-29,91638.08
2025-06-30,92430.31
2025-07-01,90926.69
2025-07-02,89557.21
2025-07-03,92268.33
2025-07-04,93172.23
2025-07-05,91777.26
2025-07-06,91969.73
2025-07-07,92731.71
2025-07-08,92230.52
2025-07-09,92944.5
2025-07-10,94802.88
2025-07-11,98798.6
2025-07-12,100055.49
2025-07-13,99917.81
2025-07-14,101674.35
2025-07-15,102631.35
2025-07-16,101416.11
2025-07-17,101977.52
2025-07-18,102576.69
2025-07-19,101440.73
2025-07-20,101392.52
2025-07-21,100843.32
2025-07-22,100416.25
2025-07-23,102226.69
2025-07-24,100920.98
2025-07-25,100700.9
2025-07-26,100144.89
2025-07-27,100410.87
2025-07-28,101585.84
2025-07-29,101803.84
2025-07-30,102080.95
2025-07-31,103071.35
2025-08-01,101383.62
2025-08-02,97853.86
2025-08-03,97188.32
2025-08-04,98705.62
2025-08-05,99370.77
2025-08-06,98567.01
2025-08-07,98652.06
2025-08-08,100622.56
2025-08-09,100128.95
2025-08-10,99643.18
2025-08-11,102323.74
2025-08-12,102198.23
2025-08-13,102791.51
2025-08-14,104927.84
2025-08-15,101623.4
2025-08-16,100432.77
2025-08-17,100487.76
2025-08-18,100360.74
2025-08-19,99682.72
2025-08-20,96959.52
2025-08-21,98102.13
2025-08-22,96834.15
2025-08-23,99307.74
2025-08-24,97909.36
2025-08-25,96837.57
2025-08-26,94859.7
2025-08-27,96057.58
2025-08-28,95529.74
2025-08-29,96383.48
2025-08-30,92810.09
2025-08-31,93202.15
2025-09-01,92610.89
2025-09-02,93273.04
2025-09-03,95580.18
2025-09-04,95840.88
2025-09-05,95013.39
2025-09-06,94510.01
2025-09-07,94115.92
2025-09-08,94877.36
2025-09-09,95231.58
2025-09-10,95317.32
2025-09-11,97390.86
2025-09-12,98462.77
2025-09-13,98867.29
2025-09-14,98523.45
2025-09-15,98319.7
2025-09-16,98086.58
2025-09-17,98425.16
2025-09-18,98498.37
2025-09-19,99337.51
2025-09-20,98555.3
2025-09-21,98612.06
2025-09-22,98244.56
2025-09-23,95528.87
2025-09-24,94822.87
2025-09-25,96547.47
2025-09-26,93523.18
2025-09-27,93801.2
2025-09-28,93823.3
2025-09-29,95894.83
2025-09-30,97501.4
2025-10-01,97226.61
2025-10-02,101075.92
2025-10-03,102831.72
2025-10-04,104000.0
2025-10-05,103989.83
2025-10-06,105042.12
2025-10-07,106220.14
2025-10-08,104167.06
2025-10-09,106070.94
2025-10-10,105248.74
2025-10-11,98226.51
2025-10-12,96597.46
2025-10-13,99363.28
2025-10-14,99734.37
2025-10-15,97539.54
2025-10-16,95159.64
2025-10-17,92526.0
